Spieler_ID;Vereins_ID;Trikot_Nr;Spieler_Name;Land;Spiele;Tore;Vorlagen;
470;17;0;Garra Dembélé;MLI/F;0;0;0;
471;15;1;Sven Ulreich;D;30;0;0;
472;15;22;Thorsten Kirschbaum;D;3;0;0;
473;15;3;Daniel Schwaab;D;32;0;1;
474;15;24;Antonio Rüdiger;D;29;2;0;
475;15;2;Gotoku Sakai;JAP;27;0;2;
476;15;34;Konstantin Rausch;D;20;2;1;
477;15;6;Georg Niedermeier;D;17;1;0;
478;15;5;Karim Haggui;TUN;6;1;0;
479;15;0;Serdar Tasci;D;1;0;0;
480;15;0;Cristian Molinaro;I;1;0;0;
481;15;0;Benedikt Röcker;D;1;0;0;
482;15;0;Philipp Mwene;A;0;0;0;
483;15;7;Martin Harnik;A/D;30;10;2;
484;15;16;Ibrahima Traore;GUI/F;30;2;8;
485;15;44;Alexandru Maxim;ROM;28;7;9;
486;15;20;Christian Gentner;D;27;4;4;
487;15;15;Arthur Boka;CIV;24;1;0;
488;15;8;Moritz Leitner;A;21;1;3;
489;15;0;William Kvist;DEN;12;0;0;
490;15;28;Rani Khedira;D;9;0;0;
491;15;11;Carlos Gruezo;ECU;7;0;0;
492;15;10;Daniel Didavi;D;6;1;1;
493;15;23;Sercan Sararer;E;6;0;0;
494;15;0;Robin Yalcin;D;3;0;0;
495;15;13;Patrick Funk;D;0;0;0;
496;15;14;Marco Rojas;NZL;0;0;0;
497;15;0;Johan Audel;F;0;0;0;
498;15;0;Tunay Torun;TUR;0;0;0;
499;15;19;Timo Werner;D;29;4;5;
500;15;9;Vedad Ibisevic;BOS;26;10;3;
501;15;18;Cacau;D/BRA;20;1;2;
502;15;25;Mohammed Abdellaoue;NOR;12;1;1;
503;16;15;René Adler;D;29;0;0;
504;16;1;Jaroslav Drobny;CZE;4;0;0;
505;16;29;Florian Stritzel;D;0;0;0;
506;16;30;Sven Neuhaus;D;0;0;0;
507;16;4;Heiko Westermann;D;29;3;2;
508;16;5;Johan Djourou;CH;22;0;0;
509;16;7;Marcell Jansen;D;20;1;4;
510;16;2;Dennis Diekmeier;D;19;0;2;
511;16;28;Jonathan Tah;D;16;0;1;
512;16;3;Michael Mancienne;ENG;11;0;0;
513;16;16;Lasse Sobiech;D;10;1;0;
514;16;17;Andreas Lam;D/CHN;9;1;0;
515;16;24;Slobodan Rajkovic;SER;2;0;0;
516;16;0;Patrick Owomoyela;D;0;0;0;
517;16;9;Hakan Calhanoglu;TUR/D;31;11;6;
518;16;18;Tolgay Arslan;D;31;1;2;
519;16;14;Milan Badelj;CRO;28;1;2;
520;16;23;Rafael van der Vaart;NL;26;7;8;
521;16;8;Thomas Eduardo Rincon;VEN;21;0;0;
522;16;19;Petr Jiracek;CZE;20;1;1;
523;16;11;Ivo Ilicevic;CRO;17;2;0;
524;16;37;Robert Tesche;D;8;0;1;
525;16;6;Ouasim Bouy;NL;3;0;0;
526;16;27;Kerem Demirbay;TUR;3;0;1;
527;16;0;Dennis Aogo;D;2;0;0;
528;16;32;Ville Matti Steinmann;D;0;0;0;
529;16;34;Valmir Nafiu;MKD;0;0;0;
530;16;44;Gojko Kacar;SER;0;0;0;
531;16;31;Jacques Zoua;CMR;27;2;1;
532;16;20;Pierre-Michel Lasogga;D;19;12;1;
533;16;21;Maximilian Beister;D;16;5;5;
534;16;25;Ola John;NL;8;0;0;
535;16;10;Artjoms Rudnevs;LAT;7;0;0;
536;16;0;Mattia Maggio;D;4;0;0;
537;14;1;Raphael Schäfer;D;33;0;0;
538;14;22;Patrick Rakovsky;D;1;0;0;
539;14;32;Benjamin Uphoff;D;0;0;0;
540;14;21;Marvin Plattenhardt;D;31;1;3;
541;14;2;Emanuel Pogatetz;A;23;1;1;
542;14;26;Timothy Chandler;D;21;1;2;
543;14;25;Horacio Javier Pinola;ARG;20;0;0;
544;14;3;Per Nilsson;SWE;19;3;0;
545;14;6;Martin Angha;CH;13;0;0;
546;14;31;Ondrej Petrak;CZE;11;0;0;
547;14;24;Berkay Dabanli;D;5;0;0;
548;14;4;Marcos Antonio;BRA;0;0;0;
549;14;19;Noah Korczowski;D;0;0;0;
550;14;13;Hiroshi Kiyotake;JAP;33;3;8;
551;14;17;Mike Frantz;D;30;1;1;
552;14;23;Adam Hlousek;CZE;27;3;2;
553;14;7;Markus Feulner;D;24;2;2;
554;14;16;Niklas Stark;D;20;0;0;
555;14;14;Robert Mak;SVK;18;0;1;
556;14;5;Hanno Balitsch;D;13;0;0;
557;14;15;Makoto Hasebe;JAP;13;0;1;
558;14;20;Campana;E;10;1;1;
559;14;10;Timo Gebhart;D;6;0;0;
560;14;33;Alexander Esswein;D;5;0;0;
561;14;0;Tobias Pachonik;D;1;0;0;
562;14;20;Muhammed Ildiz;A;0;0;0;
563;14;27;Markus Mendler;D;0;0;0;
564;14;0;Philipp Klement;D;0;0;0;
565;14;18;Josip Drmic;CH;32;16;3;
566;14;9;Tomas Pekhart;CZE;23;1;0;
567;14;11;Daniel Ginczek;D;17;3;2;
568;14;40;Antonio-Mirko Colak;D;5;0;0;
569;14;8;Mariusz Stepinski;PL;0;0;0;
570;14;0;Nick Weber;D;0;0;0;
571;18;26;Daniel Davari;D;28;0;0;
572;18;1;Marjan Petkovic;D;5;0;0;
573;18;3;Ermin Bicakcic;D;30;1;1;
574;18;19;Ken Reichel;D;26;1;2;
575;18;8;Deniz Dogan;TUR;23;0;1;
576;18;5;Benjamin Kessel;D;19;2;1;
577;18;25;Marcel Correia;POR;17;0;0;
578;18;24;Timo Perthel;D;11;0;0;
579;18;4;Matthias Henn;D;2;0;0;
580;18;10;Mirko Boland;D;32;1;5;
581;18;14;Omar Elabdellaoui;NOR;29;1;2;
582;18;15;Norman Theuerkauf;D;28;0;2;
583;18;11;Jan Hochscheidt;D;19;3;1;
584;18;31;Marc Pfitzner;D;15;0;0;
585;18;32;Dennis Kruppke;D;15;0;0;
586;18;17;Kevin Kratz;D;14;1;0;
587;18;6;Damir Vrancic;CRO;13;0;0;
588;18;33;Marco Caligiuri;I;12;0;1;
589;18;21;Jan Washausen;D;2;0;0;
590;18;22;Salim Khelifi;CH;1;0;0;
591;18;23;Jonas Erwig-Drüppel;D;0;0;0;
592;18;12;Domi Kumbela;COD;29;9;2;
593;18;9;Orhan Ademi;CH;25;1;1;
594;18;38;Karim Bellarabi;D;25;3;5;
595;18;7;Havard Nielsen;NOR;15;2;0;
596;18;20;Torsten Oehrl;D;10;2;0;
597;18;0;Simeon Jackson;CAN;9;0;0;
598;18;27;Gianluca Korte;D;2;0;0;
599;19;1;Timo Horn;D;32;0;0;
600;19;18;Thomas Kessler;D;1;0;0;
601;19;13;Marcel Schuhen;D;0;0;0;
602;19;5;Dominik Maroh;D/SLO;33;0;0;
603;19;14;Jonas Hector;D;32;2;1;
604;19;2;Miso Brecko;SLO;31;3;4;
605;19;28;Kevin Wimmer;A;25;2;2;
606;19;6;Bruno Nascimento;BRA;7;0;0;
607;19;4;Roman Golobart;E;4;0;0;
608;19;23;Kevin McKenna;CAN;4;0;0;
609;19;0;Jannik Müller;D;0;0;0;
610;19;22;Daniel Halfar;D;33;3;7;
611;19;33;Matthias Lehmann;D;32;0;6;
612;19;20;Marcel Risse;D;30;9;4;
613;19;31;Yannick Gerhardt;D;29;3;4;
614;19;17;Slawomir Peszko;PL;24;3;4;
615;19;8;Adam Matuschyk;PL/D;21;0;0;
616;19;25;Kazuki Nagasawa;JAP;9;0;1;
617;19;19;Mato Jajalo;CRO;5;0;0;
618;19;7;Adil Chihi;MAR;1;0;0;
619;19;21;Sascha Bigalke;D;1;1;0;
620;19;30;Fabian Schnellhardt;D;1;0;0;
621;19;9;Anthony Ujah;NGA;33;11;3;
622;19;16;Patrick Helmes;D;26;12;6;
623;19;27;Maurice Exslager;D;12;0;2;
624;19;11;Thomas Bröker;D;9;0;0;
625;19;26;Bard Finne;NOR;9;1;2;
626;19;0;Kacper Przybylko;PL;8;1;0;
627;19;15;Maximilian Thiel;D;4;0;0;
628;19;16;Mikael Ishak;SWE;0;0;0;
629;21;1;Lukas Kruse;D;29;0;0;
630;21;33;Daniel Lück;D;6;0;0;
631;21;19;Nico Burchert;D;0;0;0;
632;21;2;Uwe Hünemeier;D;32;2;2;
633;21;13;Christian Strohdiek;D;26;1;0;
634;21;14;Thomas Bertels;D;25;1;2;
635;21;22;Michael Heinloth;D;24;0;1;
636;21;5;Patrick Ziegler;D;22;0;0;
637;21;7;Jens Wemmer;D;22;3;5;
638;21;26;Florian Hartherz;D;11;0;0;
639;21;25;Martin Amedick;D;7;0;0;
640;21;28;Tim Welker;D;1;0;0;
641;21;23;Markus Palionis;LIT/D;0;0;0;
642;21;0;Fabian Scheffer;D;0;0;0;
643;21;8;Mario Vrancic;BOS;29;4;7;
644;21;17;Alban Meha;ALB;24;12;3;
645;21;21;Daniel Brückner;D;20;0;3;
646;21;18;Markus Krösche;D;17;2;1;
647;21;0;Diego Demme;D/I;17;0;1;
648;21;6;Marvin Bakalorz;D;14;2;3;
649;21;20;Marc Vucinovic;D;10;1;1;
650;21;30;Süleyman Koc;TUR;10;2;2;
651;21;0;Manuel Zeitz;D;9;0;0;
652;21;27;Mirnes Pepic;MON;1;0;0;
653;21;29;Sebastian Schonlau;D;0;0;0;
654;21;15;Elias Kachunga;D;33;6;9;
655;21;16;Mahir Saglik;TUR;28;15;2;
656;21;16;Johannes Wurtz;D;22;6;1;
657;21;9;Rick ten Voorde;NL;12;2;1;
658;21;11;Saliou Sane;SEN/D;9;1;0;
659;20;1;Wolfgang Hesl;D;33;0;0;
660;20;30;Mark Flekken;NL;0;0;0;
661;20;39;Tom Mickel;D;0;0;0;
662;20;20;Daniel Brosinski;D;33;3;7;
663;20;31;Niko Gießelmann;D;31;2;4;
664;20;5;Mergim Mavraj;D/ALB;28;1;3;
665;20;18;Abdul Rahman Baba;GHA;21;0;1;
666;20;3;Zsolt Korcsmar;HUN;17;0;0;
667;20;2;Benedikt Röcker;D;13;2;1;
668;20;19;Thomas Kleine;D;12;0;0;
669;20;4;Kevin Kraus;D;8;1;0;
670;20;0;Michael Hefele;D;2;0;0;
671;20;0;Kevin Schulze;D;0;0;0;
672;20;7;Zoltán Stieber;HUN;31;8;9;
673;20;6;Tim Sparv;FIN;28;1;3;
674;20;27;Florian Trinks;D;28;4;6;
675;20;8;Stephan Fürstner;D;26;4;0;
676;20;14;Tom Weilandt;D;22;3;2;
677;20;16;Goran Sukalo;SLO;19;4;2;
678;20;17;Thomas Pledl;D;16;0;0;
679;20;11;Dominick Drexler;D;9;1;0;
680;20;21;Robert Zillner;D;8;0;0;
681;20;13;Sebastian Tyrala;D;0;0;0;
682;20;33;Ilir Azemi;ALB;27;13;3;
683;20;22;Niclas Füllkrug;D;21;6;2;
684;20;9;Ognjen Mudrinski;SER;14;3;1;
685;20;10;Nikola Djurdjic;SER;14;4;1;
686;20;24;Baye Djiby Fall;SEN;0;0;0;
687;20;0;Stefan Lex;D;0;0;0;
688;20;0;Stefan Vogler;D;0;0;0;
689;25;1;Tobias Sippel;D;33;0;0;
690;25;22;David Hohs;D;0;0;0;
691;25;32;Marius Müller;D;0;0;0;
692;25;23;Florian Dick;D;30;3;6;
693;25;31;Chris Löwe;D;29;1;3;
694;25;34;Willi Orban;D;27;2;1;
695;25;15;Marc Torrejón;E;23;0;3;
696;25;2;Jan Simunek;CZE;18;1;0;
697;25;33;Dominique Heintz;D;10;0;0;
698;25;39;Jean Zimmer;D;5;0;1;
699;25;13;Florian Riedel;D;2;0;0;
700;25;14;Enis Hajri;TUN;0;0;0;
701;25;16;Karim Matmour;ALG;31;2;6;
702;25;37;Markus Karl;D;29;4;4;
703;25;19;Marcel Gaus;D;25;3;2;
704;25;11;Ruben Yttergard Jenssen;NOR;21;2;0;
705;25;6;Alexander Ring;FIN;20;0;1;
706;25;28;Konstantinos Fortounis;GR;17;0;1;
707;25;5;Enis Alushi;D;11;1;0;
708;25;14;Chinedu Ede;D;5;0;0;
709;25;20;Kevin Stöger;A;5;1;1;
710;25;0;Ariel Borysiuk;PL;4;0;0;
711;25;0;Christopher Drazan;A;3;0;1;
712;25;0;Sascha Mockenhaupt;D;1;0;0;
713;25;7;Mimoun Azaouagh;D/MAR;0;0;0;
714;25;26;Steven Zellner;D;0;0;0;
715;25;8;Mohamadou Idrissou;CMR;28;12;10;
716;25;9;Simon Zoller;D;28;13;3;
717;25;25;Olivier Occean;CAN;27;3;1;
718;25;18;Srdjan Lakic;CRO;14;2;1;
719;25;0;Andrew Wooten;USA/D;4;0;0;
720;25;10;Albert Bunjaku;CH;3;0;0;
721;25;0;Jan-Lucas Dorow;D;3;0;0;
722;25;0;Jakub Swierczok;PL;0;0;0;
723;22;1;Dirk Orlishausen;D;31;0;0;
724;22;24;René Vollath;D;2;0;0;
725;22;27;Maximilian Reule;D;0;0;0;
726;22;2;Philipp Klingmann;D;33;0;7;
727;22;6;Jan Mauersberger;D;32;1;1;
728;22;3;Daniel Gordon;D;29;1;1;
729;22;5;Dennis Kempe;D;23;0;3;
730;22;35;Kai Schwertfeger;D;18;1;0;
731;22;20;Michael Vitzthum;D;11;1;0;
732;22;14;Manuel Gulde;D;6;0;0;
733;22;4;Martin Stoll;D;1;0;0;
734;22;16;Dennis Cagara;PHI/DEN;0;0;0;
735;22;22;Sebastian Schiek;D;0;0;0;
736;22;34;Parker Walsh;USA;0;0;0;
737;22;20;Selcuk Alibaz;TUR;32;3;4;
738;22;8;Reinhold Yabo;D;30;1;3;
739;22;13;Dominic Peitz;D;29;4;0;
740;22;18;Manuel Torres;E;26;4;6;
741;22;21;Gaetan Krebs;F;22;2;2;
742;22;26;Silvano Varnhagen;D;8;0;0;
743;22;33;Jung-Bin Park;KOR;6;0;1;
744;22;0;Steffen Haas;D;0;0;0;
745;22;17;Rouwen Hennings;D;30;10;4;
746;22;28;Koen van der Biezen;NL;29;8;1;
747;22;11;Dimitrij Nazarov;D;25;6;2;
748;22;19;Ilian Micanski;BUL;19;4;1;
749;22;16;Dennis Mast;D;13;0;0;
750;22;7;Patrick Dulleck;D;2;0;0;
751;22;29;Jimmy Marton;D;0;0;0;
752;22;0;Karim Benyamina;D;0;0;0;
753;29;33;Fabian Giefer;D;29;0;0;
754;29;1;Michael Rensing;D;5;0;0;
755;29;36;Nikos Papadopoulos;GR;0;0;0;
756;29;19;Tobias Levels;NL;29;0;2;
757;29;14;Bruno Soares;BRA;19;0;0;
758;29;28;Martin Latka;CZE;17;2;0;
759;29;0;Christian Weber;D;17;0;0;
760;29;2;Cristian Ramirez;ECU;16;0;1;
761;29;6;Dustin Bomheuer;D;12;0;0;
762;29;3;Leon Balogun;D;11;0;0;
763;29;4;Stelios Malezas;GR;11;0;0;
764;29;8;Heinrich Schmidtgal;KAZ/D;11;0;1;
765;29;5;Juanan;E;0;0;0;
766;29;34;Muhammet Karpuz;D;0;0;0;
767;29;7;Oliver Fink;D;27;1;2;
768;29;13;Adam Bodzek;D;23;1;0;
769;29;17;Andreas Lambertz;D;21;0;0;
770;29;15;Ivan Paurevic;D;17;0;1;
771;29;23;Ben Halloran;AUS;17;5;1;
772;29;5;Michael Liendl;A;14;2;6;
773;29;21;Christian Gartner;D;14;0;2;
774;29;35;Mathis Bolly;NOR;13;1;0;
775;29;25;Tugrul Erat;TUR;12;2;1;
776;29;10;Levan Kenia;GEO;11;0;3;
777;29;11;Axel Bellinghausen;D;10;1;2;
778;29;0;Samuel Piette;CAN;2;0;0;
779;29;37;Ihlas Bebou;D;1;0;0;
780;29;32;Bastian Müller;D;0;0;0;
781;29;35;Charlison Benschop;NL;27;11;4;
782;29;9;Erwin Hoffer;A;23;8;2;
783;29;30;Aristide Bancé;BFA;16;2;0;
784;29;0;Stefan Reisinger;D;15;2;1;
785;29;22;Giannis Gianniotas;GR;8;1;0;
786;29;0;Timm Golley;D;7;1;1;
787;29;16;Gerrit Wegkamp;D;3;0;0;
788;29;39;Genki Omae;JAP;1;0;0;
789;29;29;Ali Aydin;TUR/D;0;0;0;
790;28;1;Gabor Király;HUN;33;0;0;
791;28;22;Michael Netolitzky;D;0;0;0;
792;28;30;Vitus Eicher;D;0;0;0;
793;28;5;Guillermo Vallori;E;30;1;1;
794;28;3;Grzegorz Wojtkowiak;PL;25;1;0;
795;28;26;Christopher Schindler;D;25;0;0;
796;28;4;Kai Bülow;D;24;3;0;
797;28;17;Sebastian Hertner;D;20;0;0;
798;28;2;Moritz Volz;D;16;0;2;
799;28;35;Markus Schwabl;D;4;0;0;
800;28;27;Arne Feick;D;0;0;0;
801;28;36;Phillipp Steinhart;D;0;0;0;
802;28;10;Moritz Stoppelkamp;D;33;6;12;
803;28;19;Daniel Adlung;D;32;4;1;
804;28;29;Yannick Stark;D;30;2;3;
805;28;6;Dominik Stahl;D;20;5;0;
806;28;14;Marin Tomasov;CRO;14;1;1;
807;28;0;Julian Weigl;D;13;0;0;
808;28;21;Markus Steinhöfer;D;12;0;0;
809;28;8;Andreas Ludwig;D;10;1;1;
810;28;7;Daniel Bierofka;D;9;1;0;
811;28;20;Stefan Wannenwetsch;D;7;0;0;
812;28;31;Kodjovi Koussou;D;2;0;0;
813;28;17;Liridon Vocaj;;0;0;0;
814;28;25;Andreas Geipl;D;0;0;0;
815;28;33;Korbinian Vollmann;D;0;0;0;
816;28;11;Benjamin Lauth;D;27;3;2;
817;28;23;Bobby Wood;USA;20;0;2;
818;28;9;Yuka Osako;JAP;14;6;3;
819;28;16;Stephan Hain;D;12;0;0;
820;28;0;Rob Friend;CAN;10;1;1;
821;28;18;Andreas Neumeyer;D;0;0;0;
822;24;13;Philipp Tschauner;D;31;0;0;
823;24;1;Philipp Heerwagen;D;2;0;0;
824;24;30;Robin Himmelmann;D;1;0;0;
825;24;23;Marcel Halstenberg;D;31;1;4;
826;24;16;Markus Thorandt;D;28;2;0;
827;24;26;Sören Gonther;D;27;1;2;
828;24;8;Bernd Nehrig;D;23;0;0;
829;24;27;Jan Philipp Kalla;D;23;1;0;
830;24;20;Sebastian Schachten;D;19;4;1;
831;24;24;Florian Mohr;D;10;0;0;
832;24;14;Philipp Ziereis;D;9;0;0;
833;24;28;Andrej Startsev;D;0;0;0;
834;24;11;Marc Rzatkowski;D;31;2;6;
835;24;10;Christopher Buchtmann;D;27;0;6;
836;24;22;Fin Bartels;D;26;7;5;
837;24;2;Florian Kringe;D;24;5;0;
838;24;29;Sebastian Maier;D;23;3;1;
839;24;25;Kevin Schindler;D;14;2;1;
840;24;35;Tom Trybull;D;12;0;2;
841;24;17;Fabian Boll;D;9;0;0;
842;24;36;Okan Kurt;D;1;0;0;
843;24;7;Dennis Daube;D;0;0;0;
844;24;0;Kwasi Okyere Wriedt;D;0;0;0;
845;24;9;Christopher Nöthe;D;26;4;4;
846;24;18;Lennart Thy;D;26;4;1;
847;24;12;John Verhoek;NL;24;5;0;
848;24;19;Michael Gregoritsch;A;15;1;0;
849;24;0;Laurynas Kulikas;RUS;0;0;0;
850;26;16;Jasmin Fejzic;CRO;31;0;0;
851;26;1;Daniel Bernhardt;D;2;0;0;
852;26;24;Marcel Wehr;D;0;0;0;
853;26;4;Oliver Barth;D;32;1;0;
854;26;15;Daniel Buballa;D;32;2;2;
855;26;17;Sascha Traut;D;32;1;4;
856;26;6;Benjamin Hübner;D;31;2;0;
857;26;3;Andrew Hainault;CAN;19;0;1;
858;26;5;Jürgen Mössmer;BRA/D;12;0;0;
859;26;25;Kevin Ruiz;D;0;0;0;
860;26;0;Felix Schmidt;D;0;0;0;
861;26;0;Marcel Klefenz;D;0;0;0;
862;26;3;Leandro;ARG;33;3;4;
863;26;23;Andreas Hofmann;D;32;1;3;
864;26;20;Manuel Junglas;D;31;3;4;
865;26;22;Michael Klauß;D;26;3;6;
866;26;11;Enrico Valentini;I/D;23;5;0;
867;26;28;Fabian Weiß;D;16;0;1;
868;26;29;Nejmeddin Daghfous;D;11;0;1;
869;26;21;Fabio Kaufmann;D;5;0;0;
870;26;29;Nico Zimmermann;D;3;0;0;
871;26;18;Maximilian Oesterhelweg;D;2;0;0;
872;26;8;Selim Aydemir;TUR;0;0;0;
873;26;13;Felix Nierichlo;D;0;0;0;
874;26;34;Daniel Serejo;BRA;0;0;0;
875;26;9;Robert Lechleiter;D;32;6;4;
876;26;14;Joel Pjhjanpalo;FIN;21;4;0;
877;26;30;Marcel Reichwein;D;21;2;2;
878;26;19;Takuma Abe;JAP;5;0;0;
879;26;33;Cidimar;BRA;4;0;0;
880;26;18;Stanislaus Bergheim;D;0;0;0;
881;26;32;Benjamin Schiele;D;0;0;0;
882;27;33;Manuel Riemann;D;31;0;1;
883;27;1;Marco Knaller;A;2;0;0;
884;27;19;Michael Langer;A;0;0;0;
885;27;22;Michael Hiegl;;0;0;0;
886;27;32;Timo Achenbach;D;32;0;6;
887;27;11;Julian Schauerte;D;29;1;5;
888;27;27;Seyi Olajengbesi;NGA;29;0;0;
889;27;5;Daniel Schulz;D;20;0;1;
890;27;14;Tim Kister;D;18;0;0;
891;27;18;Matthias Zimmermann;D;18;0;1;
892;27;17;Florian Hübner;D;17;2;0;
893;27;30;Lukas Kübler;D;2;0;0;
894;27;3;Radoslav Zábavník;SVK;0;0;0;
895;27;4;Max Müller;D;0;0;0;
896;27;6;Sören Halfar;D;0;0;0;
897;27;22;Ole Kittner;D;0;0;0;
898;27;0;Marco Pischorn;D;0;0;0;
899;27;6;Denis Linsmayer;D;29;0;1;
900;27;21;Manuel Stiefler;D;29;1;2;
901;27;7;Marco Thiede;D;26;0;0;
902;27;24;Simon Tüting;D;25;2;1;
903;27;8;Nicky Adler;D;24;9;2;
904;27;10;David Ulm;F;21;2;1;
905;27;25;Danny Blum;D;19;4;2;
906;27;31;Stefan Kulovits;A;19;0;0;
907;27;16;Nico Klotz;D;10;0;0;
908;27;37;Marvin Knoll;D;8;0;0;
909;27;0;Björn Kluft;D;3;0;0;
910;27;23;Markus Mendler;D;2;0;0;
911;27;20;Eke Uzoma;NGA;1;0;0;
912;27;0;Marc Lais;D;0;0;0;
913;27;26;Ranisav Jovanovic;SER;25;6;1;
914;27;0;Frank Löning;D;14;1;0;
915;27;9;Adama Diakite;MLI;2;0;0;
916;27;29;Kwame Nsor;GHA;0;0;0;
917;23;1;Daniel Haas;D;33;0;0;
918;23;12;Florian Brüggemann;D;0;0;0;
919;23;20;Jan Glinker;D;0;0;0;
920;23;6;Marc Pfertzel;F;30;0;1;
921;23;34;Fabian Schönheim;D;29;1;0;
922;23;7;Patrick Kohlmann;D;27;1;1;
923;23;4;Roberto Puncec;CRO;21;0;0;
924;23;15;Mario Eggimann;CH;15;1;0;
925;23;5;Christian Stuff;D;7;0;1;
926;23;13;Björn Kopplin;D;7;0;1;
927;23;15;Daniel Göhlert;D;0;0;0;
928;23;38;Oliver Oschkenat;D;0;0;0;
929;23;0;Maurice Trapp;D;0;0;0;
